COMP,REGIAO,UF,CO_IBGE,MUNICIPIO,CNES,NOME_ESTABELECIMENTO,RAZAO_SOCIAL,TP_GESTAO,CO_TIPO_UNIDADE,DS_TIPO_UNIDADE,NATUREZA_JURIDICA,DESC_NATUREZA_JURIDICA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_TELEFONE,NO_EMAIL,LEITOS_EXISTENTES,LEITOS_SUS,UTI_TOTAL_EXIST,UTI_TOTAL_SUS,UTI_ADULTO_EXIST,UTI_ADULTO_SUS,UTI_PEDIATRICO_EXIST,UTI_PEDIATRICO_SUS,UTI_NEONATAL_EXIST,UTI_NEONATAL_SUS,UTI_QUEIMADO_EXIST,UTI_QUEIMADO_SUS,UTI_CORONARIANA_EXIST,UTI_CORONARIANA_SUS
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3005984,HOSPITAL ITALIANO,SOCIEDADE ITALIANA DE BENEFICENCIA E MUTUO SOCORRO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,MARECHAL JOFFRE,30,,GRAJAU,20560185,,,58,0,27,0,27,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3005992,HOSPITAL COPA DOR,REDE DOR SAO LUIZ S A,M,5,HOSPITAL GERAL,2046,HOSPITAL_PRIVADO,RUA FIGUEREDO DE MAGALHAES,875,PARTE,COPACABANA,22031011,2545-3600,scopador@copador.com.br,266,0,153,0,124,0,9,0,0,0,0,0,20,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3006050,HOSPITAL AMERICAN COR,HOSPITAL AMERICAN COR LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA ADOLFO BERGAMINI,206,,ENGENHO DE DENTRO,20730000,,,69,0,21,0,21,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3008568,CENTRO PEDIATRICO DA LAGOA,IPANEMA SERVICOS DE ASSISTENCIA MEDICO CIRURGICA INFANTIL,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,LINEU DE PAULA MACHADO,64,,LAGOA,22470040,,,57,0,31,0,0,0,31,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3012395,CLINICA LUIZ PIRES DE MELLO MATRIZ,CLINICA LUIZ PIRES DE MELLO LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA GONCALVES LEDO,26,,FONSECA,24120160,(21) 2525-1818,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3012476,CASA DE SAUDE NOSSA SENHORA AUXILIADORA S A,CASA DE SAUDE NOSSA SENHORA AUXILIADORA S A,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,RUA VEREADOR DUQUE ESTRADA,157,,SANTA ROSA,24240210,2127150404,assistenteadm@csnsa.com.br,42,0,7,0,7,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3013146,HOSPITAL DI CAMP,HOSPITAL DI CAMP LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,ALBARDAO,630,,CAMPO GRANDE,23070130,2131981757,,94,0,7,0,0,0,0,0,0,0,0,0,7,0
202602,SUDESTE,RJ,330330,NITEROI,3013383,HOSPITAL DE CLINICAS ALAMEDA,CASA DE SAUDE SANTA RITA DE CASSIA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,SAO BOAVENTURA,321,,FONSECA,24130005,21 35783636,adm@hospitalalameda.com.br,107,0,30,0,20,0,8,0,2,0,0,0,0,0
202602,SUDESTE,RJ,330170,DUQUE DE CAXIAS,3014673,HOSPITAL DANIEL LIPP LTDA,HOSPITAL DANIEL LIPP LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,CONDE DE PORTO ALEGRE,271,285,JARDIM VINTE E CINCO,25070350,21 36728700,hedarei@yahoo.com.br,43,0,15,0,9,0,4,0,2,0,0,0,0,0
202602,SUDESTE,RJ,330170,DUQUE DE CAXIAS,3014681,HOSPITAL MARIO LIONI,AMICO SAUDE LTDA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,RUA ANA NERI,190,,25 DE AGOSTO,25070420,(21) 3805-1000,almeida.camila@amil.com.br,75,0,18,0,10,0,8,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3016501,CASA DE SAUDE E MATERNIDADE SANTA MARTHA S A,CASA DE SAUDE E MATERNIDADE SANTA MARTHA SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,DR MARIO VIANA,653,,SANTA ROSA,24241001,,,100,0,26,0,20,0,0,0,6,0,0,0,0,0
202602,SUDESTE,RJ,330350,NOVA IGUACU,3019527,CASA DE SAUDE NOSSA SENHORA DE FATIMA N IGUACU SA,CASA DE SAUDE E MAT NOSSA SENHORA DE FATIMA DE NOVA IGUACU,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,R CORONEL BERNARDINO DE MELO,1465,,CENTRO,26255140,(21)2125-3115,csfatima@csfatima.com.br,113,0,50,0,30,0,16,0,4,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3020584,DAY CLINIC RIO,DAY CLINIC MADUREIRA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,R GUARAPARI,41,SL501 A 510 601 602,MADUREIRA,21351120,21 3043-0609,administracao@dcm-rio.com.br,2,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3022080,NEOTIN NEONATAL,NEOTIN NEONATAL TERAPIA INTENSIVA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA TAPAJOS,325,,SAO FRANCISCO,24360420,21325254040,comercial@hmsaofrancisco.com.br,40,0,40,0,0,0,0,0,40,0,0,0,0,0
202602,SUDESTE,RJ,330320,NILOPOLIS,3024032,PRONIL HOSPITAL DE CLINICAS ANTONIO PAULINO,PRONIL CASA DE SAUDE E PRONTO SOCORRO INFANTIL LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA JOAO PESSOA,1741,,CENTRO,26525015,26919595,RH2@PRONIL.COM.BR,132,0,33,0,33,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330490,SAO GONCALO,3029131,HOSPITAL DO CORACAO SAMCORDIS,HOSPITAL SAMCORDIS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA DOUTOR NILO PECANHA,391,,ESTRELA DO NORTE,24435300,(21) 37158008,cpd@samcordis.com.br,81,0,18,0,18,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330390,PETROPOLIS,3030415,BENEFICENCIA PORTUGUESA DE PETROPOLIS,SMH SOCIEDADE MEDICO HOSPITALAR LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA PORTUGAL,236,,VALPARAISO,25655374,024)2244-4200,smh@hospitalsmh.com.br,80,0,20,0,10,0,0,0,0,0,0,0,10,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3034984,HOSPITAL QUINTA DOR,REDE DOR SAO LUIZ SA,M,5,HOSPITAL GERAL,2046,HOSPITAL_PRIVADO,RUA ALMIRANTE BALTAZAR,383,435 467,SAO CRISTOVAO,20941150,2134613600,diretoriasecretaria@quintador.com.br,262,0,147,0,96,0,19,0,0,0,0,0,32,0
202602,SUDESTE,RJ,330470,SANTO ANTONIO DE PADUA,3040119,HOSPITAL HELIO MONTEZANO DE OLIVEIRA,FUNDACAO JOSE KEZEN,M,5,HOSPITAL GERAL,1155,HOSPITAL_PÚBLICO,AV JOAO JASBICK,520,,AEROPORTO,28470000,2238534089,,102,98,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3046281,CASA DE SAUDE NOSSA SENHORA DO CARMO,CASA DE SAUDE NOSSA SENHORA DO CARMO LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA JAGUARUNA,105,,CAMPO GRANDE,23080160,,,120,0,75,0,49,0,5,0,10,0,0,0,11,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3046303,CLINICA DR ALOAN,HOSPITAL DE CLINICAS DR ALOAN LTDA,M,5,HOSPITAL GERAL,2240,HOSPITAL_PRIVADO,CHAVES FARIA,64,96,SAO CRISTOVAO,20910140,2122332225,,42,0,18,0,18,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3048721,HOSPITAL DR BADIM,J BADIM S A,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,SAO FRANCISCO XAVIER,390,,TIJUCA,20550013,,DIRETORIA@BADIM.COM.BR,158,0,59,0,59,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330350,NOVA IGUACU,3051692,EMCOR,EMCOR HOSPITAL DO CORACAO E DE CLINICAS DE NOVA IGUACU LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA NELSON RAMOS,733,,CENTRO,26210140,3759-8100,emcor.br@ig.com.br,36,4,7,2,7,2,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3057496,RRM REDE RIO DE MEDICINA,RRM REDE RIO DE MEDICINA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,DELGADO DE CARVALHO,22,,TIJUCA,20260280,21-38729922,administracao.ht@assimmedical.com.br,54,0,18,0,18,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3058204,PROCOR PRONTO SOCORRO CLINICO E CARDIOLOGICO,PROCOR PRONTO SOCORRO CLINICO E CARDIOLOGICO LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,CAMBAUBA,280,,ILHA DO GOVERNADOR,21940001,,,73,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3058212,HOSPITAL DE IRAJA,HOSPITAL DE IRAJA QUATRO AMIGOS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA PEREIRA DE ARAUJO,44,,IRAJA,21235090,35120645,financeiro@hospitaliraja.com.br,47,0,18,0,18,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3058336,CLINICA CIRURGICA SANTA BARBARA,CLINICA CIRURGICA SANTA BARBARA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA PAULO BARRETO,41,E 51,BOTAFOGO,22280010,,,53,0,13,0,7,0,0,0,6,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3065634,CHN COMPLEXO HOSPITALAR DE NITEROI,IMPAR SERVICOS HOSPITALARES SA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,RUA LA SALLE ENTR SUPL R DR CELESTINO 113 C ENTR,12,R MARQUES DE OLINDA,CENTRO,24020096,21 2729-1000,,210,0,10,0,0,0,0,0,10,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3075338,SAINT ROMAN,CASA DE SAUDE SAINT ROMAN LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA ALMIRANTE ALEXANDRINO,1342,1354 E 1368,SANTA TEREZA,20241260,38618100,marcelloratto@saintroman.com.br,100,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3094766,NIG BARRA,CLINICA BARRA DA TIJUCA,M,15,UNIDADE MISTA,2062,HOSPITAL_PRIVADO,RUA EINSTEIN,130,,BARRA DA TIJUCA,22611240,2124938867,administrativo@plenosaude.com.br,54,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3094987,NIG LEBLON,CASA GERIATRICA LEBLON LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,JUQUIA,18,PREDIO,LEBLON,22441080,2122743146,atendimento@nig-leblon.com.br,32,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3095002,NIG FLAMENGO,CASA GERIATRICA PAISSANDU LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,PAISSANDU,231,,FLAMENGO,22210080,11 95815921,FELIPE.FERRAZ@PREMIERHOSPITAL.COM.BR,50,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3095142,CENTRO REUMATOLOGICO BOTAFOGO,CREB CENTRO DE REUMATOLOGIA E ORTOPEDIA BOTAFOGO LTDA,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,RUA VOLUNTARIOS DA PATRIA,408,,BOTAFOGO,22270010,2131828282,CONTATO@CNESRIO.COM.BR,3,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3096513,SOS CORACAO,S O S CORACAO LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,JAGUARUNA,105,PARTE,CAMPO GRANDE,23052090,021 33843543,soscoracao@csnsc.com.br,5,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330350,NOVA IGUACU,3096629,PSIL NOVA IGUACU,CENTRO PEDIATRICO DE NOVA IGUACU LTDA,M,21,PRONTO SOCORRO ESPECIALIZADO,2240,HOSPITAL_PRIVADO,RUA ANTONIO RABELO GUIMARAES,195,,CALIFORNIA,26216140,(21)27679815,grupocpni@gamil.com,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3113205,CASA DE PORTUGAL,CASA DE PORTUGAL,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,RUA DO BISPO,72,,RIO COMPRIDO,20261063,3987 7300,assuntos.regulatorios@hospitalcasa.com.br,144,0,68,0,68,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3127451,CLIPE CLINICA PEDIATRICA LTDA,CLIPE CLINICA PEDIATRICA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA TIRADENTES,12,E 18,INGA,24210510,21 26222040,,60,0,24,0,0,0,4,0,20,0,0,0,0,0
202602,SUDESTE,RJ,330510,SAO JOAO DE MERITI,3130339,CASA DE SAUDE E MATERNIDADE TEREZINHA DE JESUS LTDA,CASA DE SAUDE E MATERNIDADE TEREZINHA DE JESUS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,GESSYR GONCALVES FONTES,153,,CENTRO,25520570,,,81,0,30,0,10,0,0,0,20,0,0,0,0,0
202602,SUDESTE,RJ,330100,CAMPOS DOS GOYTACAZES,3132471,HOSPITAL GERAL PRONTO CARDIO,HOSPITAL GERAL PRONTO CARDIO LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA DR LACERDA SOBRINHO,225,,CENTRO,28010076,(22)2737-6060,,38,0,9,0,9,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330350,NOVA IGUACU,3152626,UPNI,URGENCIA PEDIATRICA DE NOVA IGUACU LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA BERNARDINO DE MELO,1465,,CENTRO,26250060,(21)26673724,,37,0,28,0,0,0,16,0,12,0,0,0,0,0
202602,SUDESTE,RJ,330452,RIO DAS OSTRAS,3193993,HOSPITAL GRAND MATER,HOSPITAL GRAND MATER LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA RIO DE JANEIRO,192,QD16 LT11 12 22 23,EXTENSAO DO BOSQUE,28893334,22 27646406,financeiro@clinicamaterdei.com.br,10,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330610,VALENCA,3211649,HOSPITAL DE CLINICAS MARQUES DE VALENCA,UNIMED MARQUES DE VALENCA COOPERATIVA TRABALHO MEDICO LTDA,M,5,HOSPITAL GERAL,2143,HOSPITAL_PRIVADO,AVENIDA DO CONTORNO,800,,JARDIM VALENCA,27603370,(24) 2453-9700,hcmv@mvalenca.unimed.com.br,20,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3248720,ORTHOS CLINICA,ORTHOS CLINICA DO APARELHO LOCOMOTOR LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,LEOPOLDINA REGO,774,ANEXO 778,PENHA,21021522,21 25642648,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3296806,HOSPITAL SAO LUCAS,HOSPITAL SAO LUCAS DE NITEROI ASSIM MEDICAL LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA DR MARCH,207,,BARRETO,24110650,21 27202090,administracao.hsl@assimmedical.com.br,52,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330100,CAMPOS DOS GOYTACAZES,3315916,CLINICA CIRURGICA E MATERNIDADE LILIA NEVES,CLINICA CIRURGICA E MATERNIDADE LILIA NEVES LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA CONSELHEIRO OTAVIANO,129,,CENTRO,28010140,(22)27333455,,40,0,2,0,0,0,0,0,2,0,0,0,0,0
202602,SUDESTE,RJ,330100,CAMPOS DOS GOYTACAZES,3315924,UTI NEONATAL NICOLA ALBANO,CEPLIN INSTITUTO DE NEONATOLOGIA E PEDIATRIA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA CONSELHEIRO OTAVIANO,129,,CENTRO,28010140,22 27333755,neoadm@utinicolaalbano.com.br,59,0,58,0,0,0,10,0,48,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3333868,HOSPITAL RIOMAR,HOSPITAL DE CLINICAS RIOMAR BARRA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AVENIDA CANDIDO PORTINARI,555,,BARRA DA TIJUCA,22793312,,legalizacao.obras@rededor.com.br,84,0,25,0,15,0,0,0,0,0,0,0,10,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3357783,CLINICA ENIO SERRA,CLINICA ENIO SERRA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,SOARES CABRAL,36,,LARANJEIRAS,22240070,21 21256912,PEFCONTABIL@BOL.COM.BR,45,0,17,0,17,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330240,MACAE,3410374,UTI NEONATAL NICOLA ALBANO,UTI NEONATAL NICOLA ALBANO LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA MARECHAL DEODORO,565,,CENTRO,27910310,(22)27626436,neoadm@utinicolaalbano.com.br,22,0,21,0,0,0,0,0,21,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3450678,CLINICA PATER SAUDE MENTAL ALDEIA,CLINICA PATER LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,CAETANO MONTEIRO,1800,,BADU,24320570,21 27194465,CONCEICAOLEGALIZACAO@GMAIL.COM,70,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330210,ITAOCARA,3470350,HOSPITAL MUNICIPAL DE ITAOCARA,MUNICIPIO DE ITAOCARA,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,PRACA TOLEDO PIZZA,151,,CENTRO,28570000,(22)38612250,hospital_hmi@hotmaill.com,44,44,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3521133,HOSPITAL CEMERU,AMESC ASSOCIACAO MEDICA ESPIRITA CRISTA,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,AVENIDA FELIPE CARDOSO,1025,,SANTA CRUZ,23510000,2124183389,SOCIETARIA.CONTABILIDADE@CEMERU.COM,115,0,38,0,19,0,9,0,10,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3521168,HOSPITAL ILHACOR,CASA DE SAUDE SAO BENTO LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA MANUEL BONFIM,76,,ZUMBI,21930200,,,32,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3531228,SEMIU SERVICOS DE ESP MED E INT DE URGENCIA,SEMIU SERVICOS DE ESPECIALIDADES MEDICAS AMBULATORIAIS E CON,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,AV VICENTE DE CARVALHO,1159,,VILA DA PENHA,21210623,21 33915457,gestao@semiu.com.br,175,0,37,0,22,0,0,0,0,0,0,0,15,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3541207,CALREN HOSPITAL DO CALCULO RENAL,CALREN HOSPITAL DE URGENCIAS UROLOGICAS LTDA,M,7,HOSPITAL ESPECIALIZADO,2240,HOSPITAL_PRIVADO,RUA GENERAL ORLANDO GAISEL,100,XXXX,RECREIO DOS BANDEIRA,22790280,(21) 2430-2500,calrenhospital@yahoo.com.br,10,0,1,0,1,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3543579,HOSPITAL QUALI IPANEMA,INSTITUTO CIRURGICO GABRIEL DE LUCENA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA BARAO DA TORRE,145,151 E 151 A,IPANEMA,22411001,,,25,0,12,0,12,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330250,MAGE,3556441,CEMEP,CEMEP CENTRO MEDICO DE PIABETA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA CARAMURU,108,,PIABETA INHOMIRIM,25931806,(21)27391639,cemepcentromedico@yahoo.com.br,4,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330590,TRAJANO DE MORAES,3584968,HOSPITAL MUNICIPAL FRANCISCO LIMONGI,MUNICIPIO DE TRAJANO DE MORAES,M,5,HOSPITAL GERAL,1244,HOSPITAL_PÚBLICO,RUA NEY FORTUNA,30,ATRAS DO CAMPO,CENTRO,28750000,(22)25641102,hflimongi@hotmail.com,41,41,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3587053,CENTRO ORTOPEDICO,CENTRO ORTOPEDICO SAO LUCAS LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,GAL PEREIRA DA SILVA,278,,ICARAI,24220031,21 27193535,,53,0,14,0,14,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330330,NITEROI,3594432,HOSPITAL NITEROI DOR,HOSPITAL FLUMINENSE S A,D,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,SETE DE SETEMBRO,301,ENTR SUPL RUA MARI,SANTA ROSA,24230251,21 26079150,legalizacao.obras@rededor.com.br,158,7,91,0,85,0,6,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3603539,HOSPITAL ISRAELITA ALBERT SABIN,ASSOCIACAO BENEFICENTE ISRAELITA DO RIO DE JANEIRO,M,5,HOSPITAL GERAL,3999,HOSPITAL_FILANTRÓPICO,PROFESSOR GABIZO,319,,MARACANA,20271065,21 21768800,ALFREDO.PAULO@BADIM.COM.BR,56,0,10,0,10,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330520,SAO PEDRO DA ALDEIA,3621316,HOSPITAL PEDIATRICO LAGOS,HOSPITAL PEDIATRICO LAGOS,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA TEIXEIRA BRANDAO,19,,ESTACAO,28941186,(22) 3199 1356,contato@hplagos.med.br,43,0,33,0,0,0,13,0,20,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3784630,HOSPITAL DO MEIER,RRM REDE RIO DE MEDICINA LTDA,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,TENENTE COSTA,160,,MEIER,20775080,21 31549350,luciana.pereira@assimmedical.com.br,80,0,10,0,10,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330190,ITABORAI,3784916,SES RJ HOSP EST PREF JOAO BATISTA CAFFARO,SECRETARIA DE ESTADO DE SAUDE SES,E,5,HOSPITAL GERAL,1023,HOSPITAL_PÚBLICO,OSORIO COSTA,S/N,NAO HA,CENTRO,24800001,21 26359395,mbiasi@ideas.med.br,128,85,50,7,50,7,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,3947262,HOSPITAL CASA SANTA CRUZ HOSPITAL GERAL ADMINISTRACAO E GE,HOSPITAL CASA SANTA CRUZ HOSPITAL GERAL ADMINISTRACAO E GE,M,5,HOSPITAL GERAL,2062,HOSPITAL_PRIVADO,RUA NESTOR,00131,,SANTA CRUZ,23515680,,assuntos.regulatorios@hospitalcasa.com.br,84,0,30,0,20,0,10,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330390,PETROPOLIS,3972976,HOSPITAL UNIMED,UNIMED PETROPOLIS COOPERATIVA DE TRABALHO MEDICO,M,5,HOSPITAL GERAL,2143,HOSPITAL_PRIVADO,RUA DO EXPEDICIONARIO,144,,BINGEN,25660290,2291-9840,diretoriahu@unimedpetropolis.com.br,64,0,4,0,0,0,0,0,4,0,0,0,0,0
202602,SUDESTE,RJ,330020,ARARUAMA,3988732,HCLAGOS,HOSPITAL DAS CLINICAS DA REGIAO DOS LAGOS S A,M,5,HOSPITAL GERAL,2054,HOSPITAL_PRIVADO,AV NILO PECANHA,835,EDIFICIO,CENTRO,28979285,2226656040,hclagos@yahoo.com.br,25,0,7,0,7,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,4002806,CLINIPAM,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,ESTRAD DOS TRES RIOS,610,,FREGUESIA,22745005,21 21040705,IVANA.PORTO@HAPVIDA.COM.BR,13,0,0,0,0,0,0,0,0,0,0,0,0,0
202602,SUDESTE,RJ,330455,RIO DE JANEIRO,4012666,CLINIPAM CLINICA PARANAENS DE ASSISTENCIA MEDICA,CLINIPAM CLINICA PARANAENS DE ASSISTENCIA MEDICA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,ESTRADA DOSTRES RIOS,542,,FREGUESIA,22745005,2121040705,IVANA.PORTO@HAPVIDA.COM.BR,31,0,10,0,0,0,0,0,10,0,0,0,0,0
202602,SUDESTE,RJ,330420,RESENDE,4042859,UTI INFANTIL DO MEDIO PARAIBA,UTI INFANTIL DO MEDIO PARAIBA LTDA,M,7,HOSPITAL ESPECIALIZADO,2062,HOSPITAL_PRIVADO,RUA ELZA DA SILVA DUARTE,71,PISO TERREO,CAMPO DO MANEJO,27520005,(24) 3028-0144,rh@utisupere.com.br,10,0,9,0,0,0,5,0,4,0,0,0,0,0
